Column1;Date;Case Number;ItemInCase;Language;Country;Repairability Index;Size;Model name;Year;General condition;Wash;Fabric;Fabric failure - Membrane delamination;Fabric failure - Leak through;Fabric failure - Wetting out;Fabric failure - Down leakage;Fabric failure - Fading;Fabric failure - Pilling;Fabric torn - Rips - Patchable;Fabric torn - Rips - Not patchable - 1 panel;Fabric torn - Rips - Not patchable - X panels;Fabric torn - Abrasion - Light;Fabric torn - Abrasion - Heavy - 1 panel;Fabric torn - Abrasion - Heavy - X panels;Fabric torn - Burn - Patchable - ;Fabric torn - Burn - Not patchable - 1 panel;Fabric torn - Burn - Not patchable - X panels;Fabric torn - Stain;Fabric torn - Membrane contamination - Light;Fabric torn - Membrane contamination - Heavy;Zipper failure - Zipper structureMain;Zipper failure - Zipper structureAll except main;Zipper failure - Zipper slider;Delamination - Press;Delamination - 70D Nylon;Delamination - Seam tape;Seam failure - Seam sewn non-WBW Membrane;Delamination - Seam sewn WBW Membrane;Delamination - Seam laminated;Other - Buckle;Known_issue;Repair solution;Repair Threshold;Customer Offer;Product_type;reasonofissue;Age;Repair Threshold Status;typeoffailure;misusetype
450;1/6/20;730551;1;EN;Australia;10;XL;Atlantis sl jacket men;2017;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;left pocket,;pocket zipper, ;;;;;;;No;Yes;4;Replacement;shell;manufacturing_issue;3;below;construction_failure;notmisused
443;1/3/20;730604;1;EN;Australia;10;XL;Tasman lt jacket men;2019;2_Good;No;Down Loft;;;;;;;;right arm, ;;;;;;;;;;;;;;;;;;;;;No;Yes;3;50% Discount;shell;misuse;1;below;nofailure;damaged
449;1/6/20;730632;1;EN;Australia;10;L;Atlantis ar jacket men;2011;2_Good;No;WBW 3L Membrane;;;;;;;;main zipper flap, ;;both cuffs, ;;;;;;;;;;;main zipper,;;;;;;;;No;Yes;4;Repair;shell;manufacturing_issueANDmisuse;9;below;construction_failure;damaged
734;1/14/20;730643;1;EN;Australia;10;M;Bering sv jacket men;2014;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;main zipper slider broken ;;;;;;;;Yes;Yes;1;Repair;shell;manufacturing_issue;6;below;construction_failure;notmisused
720;1/13/20;730955;1;EN;New Zealand;10;XL;Cumulus sl jacket men;2004;1_Used;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;main zipper slider broken;;;hood facing, cuffs, all zippers;all 70d;hood tunnel;;;;;No;No;11;30% Discount;shell;manufacturing_issue;16;above;construction_failure;notmisused
730;1/14/20;731061;1;EN;Australia;10;L;Labrador ar jacket men;2009;2_Good;No;WBW 3L Membrane;;;;;;;;;;right cuff, left cuff, ;;;;;;;;neck, ;;;;;all 70d delaminating;right cuff, left cuff, neck, ;;;;;Yes;Yes;5;30% Discount;shell;manufacturing_issueANDmisuse;11;below;construction_failure;damagedandcontaminated
468;1/8/20;731234;1;EN;Australia;10;M;Boreal sl jacket women;2010;1_Used;No;WBW 2L Membrane;cuffs, ;;;;;;;;;;;;;;;;;;;;;neck,;all, ;;;;;;No;Yes;1006;30% Discount;shell;manufacturing_issue;10;above;fabric_failureANDconstruction_failure;notmisused
779;2/3/20;731308;1;EN;New Zealand;2;M;Atlantis sv jacket women;2015;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;main zipper slider broken;;;;;;;;No;Yes;1;Repair;shell;manufacturing_issue;5;below;construction_failure;notmisused
448;1/6/20;731503;1;EN;Australia;10;M;Boreal ar jacket men;2012;2_Good;No;WBW 3L Membrane;arm pit, ;;;;;;;;;;;;;;;;;;;;;;;neck, ;;;;;No;Yes;1002;Replacement;shell;manufacturing_issue;8;above;fabric_failureANDconstruction_failure;notmisused
747;1/21/20;731972;1;EN;Australia;2;L;Atlantis sv jacket men;2012;1_Used;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;hood facing, ;right cuff, left cuff, hang tag, hem drawcord, ;left cuff, ;;;;;No;Yes;8;Replacement;shell;manufacturing_issue;8;above;construction_failure;notmisused
554;1/22/20;731986;1;EN;New Zealand;2;M;Mediterranean lt women;2016;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;;;;;;;both cuffs, ;;;;No;No;0;Replacement;shell;manufacturing_issue;4;below;construction_failure;notmisused
473;1/8/20;732128;1;EN;Australia;10;XXL;Boreal ar jacket men;2007;1_Used;No;WBW 3L Membrane;neck, hood, ;;;;;;;;;;;;;;;;;neck, ;;;;neck pad, hood facing, ...;all, ;neck, ;;;;;No;Yes;1008;30% Discount;shell;manufacturing_issueANDmisuse;13;above;fabric_failureANDconstruction_failure;contaminated
446;1/6/20;732194;1;EN;Australia;10;M;Atlantis sl jacket men;2015;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;left pocket zipper;all pockets, ;;;;;;;No;Yes;4;Replacement;shell;manufacturing_issue;5;below;construction_failure;notmisused
456;1/7/20;732231;1;EN;Australia;10;L;Aegean jacket women;2011;1_Used;No;WBW 3L Membrane;hood, neck, ;;;;;;;;;;;;;;;all over, ;;;main zipper, ;;;all zippers, pocket bags, powder skirt, neck pad, hood cord tunnel,;all, ;pocket bag donuts, neck, ;;;;;No;Yes;1011;30% Discount;shell;manufacturing_issueANDmisuse;9;above;fabric_failureANDconstruction_failure;contaminated
387;12/19/19;732380;1;EN;Australia;10;S;Okhotsk coat women;2017;2_Good;No;K Fleece;;;;;;;;left side,;;;;;;;;;;;main zipper;;;;;;;;;brim stay;No;Yes;6;50% Discount;shell;manufacturing_issueANDmisuse;2;below;construction_failure;damaged
544;1/22/20;732494;1;EN;Australia;2;S;Boreal ar jacket women;2007;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;cuffs lining, hood facing, all zippers, ;all, ;;;;;;No;Yes;9;30% Discount;shell;manufacturing_issue;13;above;construction_failure;notmisused
723;1/13/20;732496;1;EN;Australia;10;L;Mediterranean lt jacket men;2017;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;main zipper bottom box damaged;;;;;;;;;;No;Yes;3;Repair;shell;manufacturing_issue;3;below;construction_failure;notmisused
709;2/11/20;732499;1;EN;Australia;2;S;Boreal lt jacket men;2017;2_Good;No;WBW 3L Membrane;;;;;;;;front right panel, ;;;;;;;;;;;;;;;;;;;;;No;No;3;50% Discount;shell;misuse;3;above;nofailure;damaged
459;1/7/20;732761;1;EN;Australia;10;XL;Ionian ar jacket men;2016;2_Good;No;WBW 3L Membrane;cuffs, shoulder right, ;;;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;No;Yes;1001;Replacement;shell;manufacturing_issue;4;above;fabric_failureANDconstruction_failure;notmisused
455;1/7/20;732770;1;EN;Australia;10;L;Ionian ar jacket men;2002;1_Used;No;WBW 3L Membrane;front panels,;;;;;;;;;;;;;;;;;;main zipper;;;lam pocket, hood facing, pocket bags, all zippers,;all exce[t what has been stitched, including pocket donuts, ;neck, arm pit donuts, ;;;;;No;Yes;1011;30% Discount;shell;manufacturing_issue;18;above;fabric_failureANDconstruction_failure;notmisused
475;1/8/20;733585;1;EN;Australia;10;S;Bering sv jacket men;2015;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;;;No;Yes;3;Repair;shell;manufacturing_issue;5;below;construction_failure;notmisused
460;1/7/20;733588;1;EN;Australia;10;L ;Boreal ar jacket men;2008;1_Used;No;WBW 3L Membrane;front panel, ;;;;;;;;;;;;;;;right arm, ;;;main zipper, ;;;hood facing, all zippers, lam pocket, pocket bags...;all, ;;;;;;No;Yes;1009;30% Discount;shell;manufacturing_issueANDmisuse;12;above;fabric_failureANDconstruction_failure;contaminated
784;2/4/20;733677;1;EN;New Zealand;2;M;Tasman lt men;2014;2_Good;No;Down Loft;;;;;;;;;;;;;;;;;;;main zipper coil broken;;;;;;;;;;No;No;3;Replacement;shell;manufacturing_issue;6;above;construction_failure;notmisused
447;1/6/20;733751;1;EN;Australia;10;M;Levantine mx jacket men;2002;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;;;;arm pocket, ;hem drawcord, hood string donuts, chest pockets level;;;;;;No;Yes;6;Repair;shell;manufacturing_issue;18;below;construction_failure;notmisused
489;1/13/20;733759;1;EN;Australia;10;XS;Ionian sl hybrid jacket men;2011;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;all,;neck,;;;;;No;Yes;5;Replacement;shell;manufacturing_issue;9;below;construction_failure;notmisused
488;1/13/20;733765;1;EN;Australia;10;M;Labrador sv jacket men;2014;2_Good;No;WBW 3L Membrane;back, cuffs, ;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;manufacturing_issue;6;above;fabric_failure;notmisused
491;1/14/20;733768;1;EN;Australia;10;XL;Boreal ar jacket men;2011;2_Good;No;WBW 3L Membrane;arm pit, ;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;manufacturing_issue;9;above;fabric_failure;notmisused
461;1/7/20;733780;1;EN;Australia;10;XS;Boreal sv jacket women;2016;2_Good;No;WBW 3L Membrane;arm pit,shoulders, neck, ;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;manufacturing_issue;4;above;fabric_failure;notmisused
463;1/7/20;733810;1;EN;Australia;10;M;Ionian ar jacket women;2014;2_Good;No;WBW 3L Membrane;front panels, shoulders,  sleeves, ;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;manufacturing_issue;6;above;fabric_failure;notmisused
495;1/14/20;733814;1;EN;Australia;10;S;Atlantis sl hybrid jacket women;2011;2_Good;No;WBW 2L Membrane;all over, ;;;;;;;;;;;;;;;;;;;;;;all, ;neck, ;;;;;No;Yes;1005;Replacement;shell;manufacturing_issue;9;above;fabric_failureANDconstruction_failure;notmisused
739;1/16/20;733874;1;EN;Australia;2;XS;Labrador ar jacket women;2008;1_Used;No;WBW 3L Membrane;in pits, chest, elbows;;;;;;;;;;;;;;;;;;;;;;right cuff, left cuff, hem drawcord, ;at main zipper, hood, neck ;;;;;No;Yes;1005;30% Discount;shell;manufacturing_issue;12;above;fabric_failureANDconstruction_failure;notmisused
465;1/7/20;734005;1;EN;Australia;10;L;Tasman lt men;2014;2_Good;No;Down Loft;;;;;;;;;;;;;;;;;;;;;;;;;;;;down not evenly distributed;No;Yes;0;Repair;shell;manufacturing_issue;6;below;construction_failure;notmisused
760;1/23/20;734006;1;EN;Australia;2;L;Tasman lt jacket men;2013;1_Used;No;Down Loft;;;;left arm, ;;;;;;;;;;;;;;;main zipper coil broken ;;;;;;;;;;No;No;1003;Replacement;shell;manufacturing_issue;7;above;fabric_failureANDconstruction_failure;notmisused
467;1/8/20;734206;1;EN;Australia;10;M;Atlantis ar jacket women;2016;1_Used;No;WBW 3L Membrane;front panel,;;;;;;;left forearm,;;;;;;;;front panel, riht arm, ;;;;;;all zippers, hood facing, stopping donuts hood draw cord ;;both cuffs, ;;;;;No;Yes;1008;50% Discount;shell;manufacturing_issueANDmisuse;4;above;fabric_failureANDconstruction_failure;damagedandcontaminated
492;1/14/20;734249;1;EN;Australia;10;S;Boreal sl jacket men;2011;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;all, ;neck, ;;;;;No;Yes;5;Replacement;shell;manufacturing_issue;9;below;construction_failure;notmisused
755;1/22/20;734311;1;EN;New Zealand;2;M;Tasman sv men;2014;2_Good;No;WBW 3L Membrane;;;;;;;;rip on right arm ;;;;;;;;;;;;;;;;;;;;;No;No;3;50% Discount;shell;misuse;6;above;nofailure;damaged
793;2/11/20;734363;1;EN;New Zealand;2;S;Boreal ar jacket men;2015;2_Good;No;WBW 3L Membrane;left shoulder, right shoulder, right arm, left arm, ;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;No;1000;Replacement;shell;manufacturing_issue;5;above;fabric_failure;notmisused
476;1/8/20;735400;1;EN;Australia;10;S;Tasman lt jacket women;2015;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;;;No;Yes;3;Repair;shell;manufacturing_issue;5;below;construction_failure;notmisused
516;1/17/20;735431;1;EN;Australia;2;S;Boreal sl jacket women;2015;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;;all, ;;;;;;No;Yes;6;Replacement;shell;manufacturing_issue;5;above;construction_failure;notmisused
464;1/7/20;735493;1;EN;Australia;10;M;Atlantis ar jacket men;2015;2_Good;No;WBW 3L Membrane;cuffs, neck, hood, ;;;;;;;;;;;;;;;;;;;;main zipper, ;hood facingm lam pocket, pocket bags, ;all, ;neck, arm pit zipper donus, pocket bags donuts, ;;;;;No;Yes;1009;Replacement;shell;manufacturing_issue;5;above;fabric_failureANDconstruction_failure;notmisused
472;1/8/20;735568;1;EN;Australia;10;XL;Boreal sl jacket men;2005;1_Used;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;all, ;;;;;;No;Yes;3;30% Discount;shell;manufacturing_issue;15;below;construction_failure;notmisused
487;1/13/20;735636;1;EN;Australia;10;XS;Labrador ar jacket women;2005;2_Good;No;WBW 3L Membrane;both cuffs, ;;;;;;;;;;;;;;;;;;;;;pocket zippers and arm zippers, lam pocket, pocket bags, powder skirt, hood facing, both cufs lining ;all,;pocket bag donuts, neck, arm pit donuts, hood garage, both cuffs, ;;;;Replace arm pocket window, ;No;Yes;1008;30% Discount;shell;manufacturing_issue;15;above;fabric_failureANDconstruction_failure;notmisused
515;1/17/20;735641;1;EN;Australia;2;S;Boreal sl jacket men;2016;2_Good;No;WBW 2L Membrane;hood, ;;;;;;;;;;;;;;;;;;;;;;;neck, ;;;;;No;Yes;1002;Replacement;shell;manufacturing_issue;4;above;fabric_failureANDconstruction_failure;notmisused
725;1/13/20;735679;1;EN;Australia;10;M;Tasman lt men;2015;2_Good;No;Down Loft;;;;light down leak;;;;lower back;;right cuff, left cuff, ;;;;;;;;;main zipper coil broken;;;;;;;;;;Yes;Yes;1006;Replacement;shell;manufacturing_issueANDmisuse;5;above;fabric_failureANDconstruction_failure;damaged
745;1/20/20;735763;1;EN;New Zealand;2;M;Mediterranean lt men;2017;2_Good;No;WBW 3L Membrane;;;;;;;;fabric rip on the right arm;;;;;;;;;;;;;;;;;;;;;No;Yes;3;50% Discount;shell;misuse;3;above;nofailure;damaged
535;1/21/20;735795;1;EN;Australia;2;M;Mediterranean lt men;2014;2_Good;No;K Fleece;;;;;;fornt panels, ;;;;around pockets, ;;;;upper right font panel, ;;;;;;;;;;;;;;;No;Yes;3;50% Discount;shell;manufacturing_issueANDmisuse;6;above;fabric_failure;damaged
719;1/10/20;735888;1;EN;New Zealand;10;L;Red jacket men;2012;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;;right cuff, left cuff, powder skirt, hem drawcord, ;right cuff, left cuff, ;;;;;Yes;Yes;5;Repair;shell;manufacturing_issue;8;below;construction_failure;notmisused
478;1/9/20;736746;1;EN;Australia;10;XL;Boreal ar jacket men;2007;1_Used;No;WBW 3L Membrane;;;;;;;;;cuffs, lower back, arm pit;;;;;;;;;;;;;hood faicng, all zippers, cuffs linings, neck pad, ;;neck, ;;;;;No;Yes;11;30% Discount;shell;manufacturing_issueANDmisuse;13;above;construction_failure;damaged
462;1/7/20;736914;1;EN;Australia;10;M;Boreal ar jacket men;2014;2_Good;No;WBW 3L Membrane;neck, shoulders, cuffs, front panel, ;;;;;;;;;;;;;;;;;neck, shoulders, ;;;;;;;;;;;No;Yes;1000;Replacement;shell;manufacturing_issueANDmisuse;6;above;fabric_failure;contaminated
514;1/17/20;737045;1;EN;Australia;2;XL;Boreal ar jacket men;2014;2_Good;No;WBW 3L Membrane;both cuffs, ;;;;;;;;;;;;;;;;;;;;right pocket, ;;;;;;;;No;No;1001;Replacement;shell;manufacturing_issue;6;above;fabric_failureANDconstruction_failure;notmisused
570;1/24/20;737167;1;EN;New Zealand;2;L;Boreal lt hybrid jacket men;2014;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;front panels, sleeves, ;;;main zipper, ;;;;;;;;;;No;No;3;Replacement;shell;manufacturing_issueANDmisuse;6;above;construction_failure;contaminated
490;1/13/20;737304;1;EN;Australia;10;M;Atlantis ar jacket men;2015;2_Good;Yes;WBW 3L Membrane;;;;;;;;lower left front panel, ;;both cuffs, ;;;;;;;;;;;main zipper, ;left chest pocket zippers, ;;;;;;;No;Yes;7;Repair;shell;manufacturing_issueANDmisuse;5;below;construction_failure;damaged
485;1/9/20;737305;1;EN;Australia;10;L;Ionian ar jacket men;2002;1_Used;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;all zippers, nck pad, pocket bags, hood cord tunnel, cuffs lining, ;all, ;neck, cuffs, ;;;;;No;Yes;11;30% Discount;shell;manufacturing_issue;18;above;construction_failure;notmisused
600;1/29/20;737583;1;EN;Australia;2;M;Coral sv jacket men;2010;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;;all, ;;;;;;No;No;6;Replacement;shell;manufacturing_issue;10;above;construction_failure;notmisused
520;1/17/20;737602;1;EN;Australia;2;S;Ionian ar jacket men;2006;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;hood facing, all zippers, cuffs, lining, ;;both cuffs, ;;;;;No;Yes;5;30% Discount;shell;manufacturing_issue;14;above;construction_failure;notmisused
757;1/22/20;737664;1;EN;New Zealand;2;L;Red jacket men;2011;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;;right cuff, left cuff, hang tag, hem drawcord, ;;;;;;No;No;3;Replacement;shell;manufacturing_issue;9;above;construction_failure;notmisused
493;1/14/20;737744;1;EN;Australia;10;L;Boreal ar jacket men;2007;1_Used;No;WBW 3L Membrane;;;;;;;;;;;;both cuffs, ;;;;;;;main zipper, ;;;all zippers, hood facing, neck pad, cuff lining, ;all, ;pocket bag donuts, neck, cuffs, ;;;;;No;Yes;17;30% Discount;shell;manufacturing_issueANDmisuse;13;above;construction_failure;damaged
726;1/13/20;738090;1;EN;Australia;10;L;Red jacket women;2006;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;      ;;;;right pocket bag, left pocket bag, ;powder skirt, ;right cuff, left cuff, ;;;;;Yes;Yes;8;30% Discount;shell;manufacturing_issueANDmisuse;14;below;construction_failure;contaminated
603;1/29/20;738350;1;EN;Australia;2;L;Ionian sv jacket men;2011;3_Excellent;No;WBW 3L Membrane;neck, ;;;;;;;;;;;;;;;;;;;;;pocket bags, lam pocket, ;all, ;both cuffs, pocket bag donuts,neck, ;;;;;No;Yes;1008;Replacement;shell;manufacturing_issue;9;above;fabric_failureANDconstruction_failure;notmisused
602;1/29/20;738361;1;EN;Australia;2;M;Ionian ar jacket men;2009;3_Excellent;No;WBW 3L Membrane;arm pits, ;;;;;;;;;;;;;;;;neck, hood, ;;main zipper, ;;;hood facing, cuffs lining, ;all;nekc, pit zip donuts, boh cuffs, ;;;;;No;No;1011;Replacement;shell;manufacturing_issueANDmisuse;11;above;fabric_failureANDconstruction_failure;contaminated
500;1/14/20;738583;1;EN;Australia;10;M;Boreal ar jacket women;2007;2_Good;No;WBW 3L Membrane;neck, arm pit, ;;;;;;;;;;;;;;;;;;main zipper, ;;;lam pocket, pocket bags, hood facing, cuffs lining, all zippers, ;all,;pocket bags donuts, cuffs, ;;;;;No;Yes;1011;30% Discount;shell;manufacturing_issue;13;above;fabric_failureANDconstruction_failure;notmisused
497;1/14/20;738615;1;EN;Australia;10;M;Molucca lt jacket men;2015;2_Good;No;WBW 3L Membrane;;;;;;;upper back, ;;;;;;;;;;;neck and hood, ;;;main zipper, ;;;;;;;;No;Yes;1;Replacement;shell;manufacturing_issueANDmisuse;5;below;construction_failure;damagedandcontaminated
727;1/13/20;738633;1;EN;Australia;10;XXL;Labrador sv jacket men;2006;2_Good;No;WBW 3L Membrane;neck, ;;;;;;;;;;;;;;;;;;main zipper, coil broken;;;;powder skirt, ;right cuff, left cuff, hood cord tunnel, neck, left pocket bag donuts, right pocket bag donuts, ;;;;;Yes;Yes;1008;30% Discount;shell;manufacturing_issue;14;above;fabric_failureANDconstruction_failure;notmisused
519;1/17/20;738646;1;EN;Australia;2;S;Atlantis comp hoody women;2015;0_Trashed;No;K Fleece;;;;;;;;;front panels, ;;;;;;;;;;;;;;;;;;;;No;Yes;6;30% Discount;shell;misuse;5;above;nofailure;damaged
527;1/20/20;738660;1;EN;Australia;2;M;Boreal ar jacket men;2016;2_Good;No;WBW 3L Membrane;neck, arm pit, ;;;;;;;;;;;;;;;;;neck, ;main zipper, ;;;;;;;;;;No;Yes;1003;Replacement;shell;manufacturing_issueANDmisuse;4;above;fabric_failureANDconstruction_failure;contaminated
733;1/14/20;738695;1;EN;Australia;10;L;Bering sv jacket men;2016;2_Good;No;WBW 3L Membrane;;;;;;;;left arm has a tear ;;;;;;;;;;;;;;;;;;;;;Yes;Yes;3;Replacement;shell;misuse;4;below;nofailure;damaged
494;1/14/20;738798;1;EN;Australia;10;M;Labrador ar jacket men;2007;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;cuff lining, pocket bags, arm pocket, ;all, ;hood garage, both cuffs, neck, pocket bag donuts, ;;;;;No;Yes;11;30% Discount;shell;manufacturing_issue;13;above;construction_failure;notmisused
549;1/23/20;738888;1;EN;New Zealand;2;S;Atlantis sv jacket men;2017;2_Good;No;WBW 3L Membrane;hood, front panel, ;;;;;;;;;;;;;;;front panels, ;hood, neck, ;;;;main zipper, ;;;both cuffs, ;;;;;No;Yes;1003;Replacement;shell;manufacturing_issueANDmisuse;3;above;fabric_failureANDconstruction_failure;contaminated
551;1/22/20;738907;1;EN;New Zealand;2;L;Ionian ar jacket men;2016;2_Good;No;WBW 3L Membrane;;;;;;;;upper back, ;;;;;;;;;;;;;;;;;;;;;No;No;3;50% Discount;shell;misuse;4;above;nofailure;damaged
743;1/20/20;739025;1;EN;Australia;2;M;Ionan jacket men;2016;2_Good;No;WBW 3L Membrane;;;;down leaking through abrasion on left arm ;;;;;;on left arm ;;;;;;;;;;;;;;;;;;;No;Yes;1000;50% Discount;shell;manufacturing_issueANDmisuse;4;above;fabric_failure;damaged
483;1/9/20;739103;1;EN;Australia;10;S;Boreal ar jacket women;2012;2_Good;No;WBW 3L Membrane;;;;;;;;;;;right panel, ;;;;;;;;;;;neck pad, pocket zippers, lam pocket, ;all,;pocket bag donuts, neck, both cuffs, ;;;;;No;Yes;11;30% Discount;shell;manufacturing_issueANDmisuse;8;above;construction_failure;damaged
729;1/14/20;739545;1;EN;Australia;10;M;Somov parka men;2015;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper slider broken;;;;;;;;;;Yes;Yes;3;Repair;shell;manufacturing_issue;5;below;construction_failure;notmisused
649;2/4/20;739611;1;EN;Australia;2;L;Boreal ar jacket men;2018;2_Good;No;WBW 3L Membrane;;;;;;;;lower back, ;;;;;;;;;;;;;;;;;;;;;No;No;3;50% Discount;shell;misuse;2;above;nofailure;damaged
754;1/22/20;739622;1;EN;New Zealand;2;S;Boreal ar jacket women;2012;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;;right cuff, left cuff, hang tag, hem drawcord, ;right cuff, left cuff, left pocket bag donuts, right pocket bag donuts, ;;;;;No;No;5;Replacement;shell;manufacturing_issue;8;above;construction_failure;notmisused
772;1/27/20;739792;1;EN;Australia;2;M;Levantine mx women;2014;2_Good;No;K Fleece;;;;;fabric fading ll over the hoody;;;;;;;;;;;;;;;;;;;;;;;;No;No;1000;Replacement;shell;manufacturing_issue;6;above;fabric_failure;notmisused
744;1/20/20;739793;1;EN;Australia;2;XL;Levantine mx men;2019;2_Good;No;WBW 3L Membrane;;;;;;;;large tear on bottom left side;;;;;;;;;;;;;;;;;;;;;No;Yes;3;50% Discount;shell;misuse;1;above;nofailure;damaged
498;1/14/20;739822;1;EN;Australia;10;XL;Boreal ar jacket women;2007;2_Good;No;WBW 3L Membrane;arm pit, hood, ;;;;;;;;;;;;;;;;;;main zipper, ;;;all zippers, hood facing, lam pocket, pocket bags, ;all, ;cuffs, neck, pocket bag donuts, arm pit donuts, ;;;;;No;Yes;1011;30% Discount;shell;manufacturing_issue;13;above;fabric_failureANDconstruction_failure;notmisused
756;1/22/20;739925;1;EN;New Zealand;2;L;Tasman sl jacket men;2016;2_Good;No;WBW 3L Membrane;;;;;;;;fabric rip on right chest;;;;;;;;;;;;;;;;;;;;;No;No;3;50% Discount;shell;misuse;4;above;nofailure;damaged
778;2/3/20;739932;1;EN;New Zealand;2;S;Tasman lt men;2019;2_Good;No;Down Loft;;;;;;;;on right arm;;;;;;;;;;;;;;;;;;;;;No;No;3;50% Discount;shell;misuse;1;above;nofailure;damaged
735;1/16/20;739976;1;EN;Australia;2;XL;Atlantis fl jacket men;2013;2_Good;No;WBW 3L Membrane;right cuff, left cuff, front, ;;;;;;;;;;;;;;;;;;;chest pocket zipper broken ;main zipper slider broken;;right cuff, left cuff, hem drawcord, ;failing at main zipper, both cuffs. neck ;;;;;No;Yes;1008;Replacement;shell;manufacturing_issue;7;above;fabric_failureANDconstruction_failure;notmisused
782;2/4/20;740101;1;EN;New Zealand;2;XL;Tasman lt men;2018;2_Good;No;Down Loft;;;;lower back has excessive down leaking considering age;;;;;;;;;;;;;;;;;;;;;;;;;No;No;1000;Replacement;shell;manufacturing_issue;2;above;fabric_failure;notmisused
550;1/22/20;740166;1;EN;New Zealand;2;M;Barents sv jacket men;2008;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;;;;hood facing, ;all, ;both cuffs, ;;;;;No;No;8;Replacement;shell;manufacturing_issue;12;above;construction_failure;notmisused
499;1/14/20;740222;1;EN;Australia;10;S;Ionian ar jacket men;2013;2_Good;No;WBW 3L Membrane;front panels, ;;;;;;;hood, ;;;front panel, ;;;;;;;;;;;;;;;;;;No;Yes;1006;Replacement;shell;manufacturing_issueANDmisuse;7;above;fabric_failure;damaged
